SKU,parent,cat,gross,units,deliv,days,is_mapped,base_gross,base_units,asp,cat_base,f_oct,f_nov,oct_gross,nov_gross,oct_units,nov_units,Sold_in_event,In_inventory_7Sep,In_projection_sheet
LAGON-PVOT-TAIGA-BACKPACK,Pivot Taiga,Bags and Backpacks,381912.0,88.0,64.0,30,True,190956.0,44.0,4339.909090909091,27770135.0,1.0061452901129435,1.097196189868784,192129.48001880725,209516.19563258352,45,49,True,True,True
LAGON-PVT-AMBT-MSG-BAG,Pivot Ambit,Bags and Backpacks,217458.0,42.0,33.0,27,True,108729.0,21.0,5177.571428571428,27770135.0,1.0061452901129435,1.097196189868784,109397.17124869024,119297.04452824303,22,24,False,False,True
LAGON-PVT-BREFPACK,Pivot Briefpack,Bags and Backpacks,53990.0,10.0,8.0,9,True,26995.0,5.0,5399.0,27770135.0,1.0061452901129435,1.097196189868784,27160.89210659891,29618.811145507825,6,6,True,True,True
LAGON-PVT-CARY-ALL-PUCH-LRG,Pivot Pouch,Wallet and Pouches,34974.0,26.0,21.0,19,True,17487.0,13.0,1345.1538461538462,1868266.5,0.5068369989254888,0.48653460120738173,8863.058600210023,8508.030571313484,7,7,True,True,True
LAGON-PVT-CARY-ALL-PUCH-MED,Pivot Pouch,Wallet and Pouches,32574.0,26.0,25.0,20,True,16287.0,13.0,1252.8461538461538,1868266.5,0.5068369989254888,0.48653460120738173,8254.854201499436,7924.189049864626,7,7,True,True,True
LAGON-PVT-CARY-ALL-PUCH-SML,Pivot Pouch,Wallet and Pouches,13186.0,14.0,9.0,12,True,6593.0,7.0,941.8571428571429,1868266.5,0.5068369989254888,0.48653460120738173,3341.576333915748,3207.722625760268,4,4,True,True,True
LAGON-PVT-CARYPACK,Pivot Carrypack,Bags and Backpacks,14997.0,3.0,3.0,3,True,7498.5,1.5,4999.0,27770135.0,1.0061452901129435,1.097196189868784,7544.580457911907,8227.325629731078,2,2,True,True,True
LAGON-PVT-CLASIC-TOTE,Pivot Classic Tote,Bags and Backpacks,49587.0,13.0,9.0,13,True,24793.5,6.5,3814.3846153846152,27770135.0,1.0061452901129435,1.097196189868784,24945.863250415267,27203.3337335117,7,8,True,True,True
LAGON-PVT-DAYPACK,Pivot Daypack,Bags and Backpacks,20993.0,7.0,3.0,6,True,10496.5,3.5,2999.0,27770135.0,1.0061452901129435,1.097196189868784,10561.004037670511,11516.719806957692,4,4,True,True,True
LAGON-PVT-DUFLE,Pivot Duffle,Bags and Backpacks,47992.0,8.0,7.0,7,True,23996.0,4.0,5999.0,27770135.0,1.0061452901129435,1.097196189868784,24143.46238155019,26328.31977209134,5,5,True,True,True
LAGON-PVT-EXPNDBL-CRSBDY-SML,Pivot Expandable Crossbody,Bags and Backpacks,6743.0,7.0,4.0,7,True,3371.5,3.5,963.2857142857143,27770135.0,1.0061452901129435,1.097196189868784,3392.218845615789,3699.1969541426056,4,4,False,False,True
LAGON-PVT-LAPTOP-SLEVE-LRG,Pivot Laptop Sleeve,Cases And Sleeves,58476.0,24.0,16.0,21,True,29238.0,12.0,2436.5,34345120.5,1.2883232034218228,1.0714423217936824,37667.99382164726,31326.830604603685,16,13,True,True,True
LAGON-PVT-LAPTOP-SLEVE-MED,Pivot Laptop Sleeve,Cases And Sleeves,154921.0,79.0,61.0,43,True,77460.5,39.5,1961.0253164556962,34345120.5,1.2883232034218228,1.0714423217936824,99794.15949865611,82994.45796729953,51,43,True,True,True
LAGON-PVT-LUNAR-DAYPACK,Pivot Lunar Daypack,Bags and Backpacks,56235.0,15.0,14.0,12,True,28117.5,7.5,3749.0,27770135.0,1.0061452901129435,1.097196189868784,28290.29019475069,30850.413868635536,8,9,True,True,True
LAGON-PVT-MRDAN-CNVRTBL-BREFCASE,Pivot Meridian,Bags and Backpacks,78988.0,12.0,12.0,10,True,39494.0,6.0,6582.333333333333,27770135.0,1.0061452901129435,1.097196189868784,39736.702087720594,43332.66632267776,7,7,True,True,True
LAGON-PVT-MSNGR-BAG,Pivot Messenger,Bags and Backpacks,19595.0,5.0,4.0,4,True,9797.5,2.5,3919.0,27770135.0,1.0061452901129435,1.097196189868784,9857.708479881565,10749.779670239412,3,3,True,True,True
LAGON-PVT-ORBT-FNNY,Pivot Orbit Fanny,Bags and Backpacks,70961.0,39.0,35.0,25,True,35480.5,19.5,1819.5128205128206,27770135.0,1.0061452901129435,1.097196189868784,35698.537965852294,38929.069414639394,20,22,True,True,True
LAGON-PVT-SLING-BAG,Pivot Sling,Accessories,5997.0,3.0,1.0,3,True,2998.5,1.5,1999.0,41916483.0,0.7645721803750198,0.7441467195192246,2292.569682854497,2231.323938478395,2,2,False,True,True
LAGON-PVT-TOP-HNDL-TOTE,Pivot Top Handle Tote,Bags and Backpacks,95968.0,32.0,28.0,6,True,47984.0,16.0,2999.0,27770135.0,1.0061452901129435,1.097196189868784,48278.87560077948,52647.861974663734,17,18,True,True,True
LAGON-PVT-TRVL-SLNG,Pivot Travel Sling,Accessories,124481.0,69.0,50.0,40,True,62240.5,34.5,1804.072463768116,41916483.0,0.7645721803750198,0.7441467195192246,47587.35479263142,46316.0638962363,27,26,True,True,True
LAGON-PVT-WEKNDR,Pivot Weekender,Bags and Backpacks,4999.0,1.0,1.0,1,True,2499.5,0.5,4999.0,27770135.0,1.0061452901129435,1.097196189868784,2514.8601526373022,2742.441876577026,1,1,False,True,True
LAGON-PVT-WRKPACK,Pivot Workpack,Bags and Backpacks,33992.0,8.0,4.0,8,True,16996.0,4.0,4249.0,27770135.0,1.0061452901129435,1.097196189868784,17100.445350759586,18647.946443009856,5,5,False,False,True
LIGHT-GREY-BLZE-DAYPCK,Blaze Daypack,Bags and Backpacks,93657.0,43.0,31.0,24,True,46828.5,21.5,2178.0697674418607,27770135.0,1.0061452901129435,1.097196189868784,47116.27471805397,51380.05177727035,22,24,False,False,True
LIGHT-GREY-FLNT-KEYCHAIN,Keychain,Home Office,23960.0,40.0,37.0,30,True,11980.0,20.0,599.0,15644036.0,0.8756404294244335,0.9428999195133757,10490.172344504714,11295.941035770242,18,19,True,True,True
LIGHT-GREY-FLRE-FANY-PACK,Fanny Pack,Bags and Backpacks,73451.0,49.0,37.0,33,True,36725.5,24.5,1499.0,27770135.0,1.0061452901129435,1.097196189868784,36951.188852042906,40295.07867102603,25,27,True,True,True
LIGHT-GREY-FLSH-PUCH,Flash Pouch,Home Office,146853.0,147.0,118.0,64,True,73426.5,73.5,999.0,15644036.0,0.8756404294244335,0.9428999195133757,64295.21199113317,69233.84094014888,65,70,True,True,True
LIGHT-GREY-JULES-CROSBODY,Reflective,Bags and Backpacks,74550.0,50.0,37.0,37,True,37275.0,25.0,1491.0,27770135.0,1.0061452901129435,1.097196189868784,37504.06568895997,40897.98797735893,26,28,True,True,True
LIGHT-GREY-PULS-WLET,Pulse Card Wallet,Wallet and Pouches,75905.0,95.0,87.0,50,True,37952.5,47.5,799.0,1868266.5,0.5068369989254888,0.48653460120738173,19235.731201719616,18465.204452323156,25,24,False,True,True
LIGHT-GREY-RAY-TOTE-BAG,Ray Tote,Bags and Backpacks,14392.0,8.0,8.0,8,True,7196.0,4.0,1799.0,27770135.0,1.0061452901129435,1.097196189868784,7240.221507652742,7895.42378229577,5,5,False,False,True
LIGHT-GREY-STRB-LNYARD,Phone Lanyard,Accessories,19479.0,21.0,20.0,16,True,9739.5,10.5,927.5714285714286,41916483.0,0.7645721803750198,0.7441467195192246,7446.550750762506,7247.616974757489,9,8,True,True,True
LIGHT-TRAVEL-GFT-BUNDLE,LIGHT-TRAVEL-GFT-BUNDLE,Gifts,17196.0,4.0,3.0,4,False,8598.0,2.0,4299.0,373275.0,1.5205109967764667,0.7234469760665347,13073.35355028406,6220.197100220065,4,2,False,False,False
LIME-ELPS-LTHR-AP-WATCHBND-38,Watchband - Ellipse Leather,Accessories,29990.0,10.0,8.0,9,True,14995.0,5.0,2999.0,41916483.0,0.7645721803750198,0.7441467195192246,11464.759844723423,11158.480059190773,4,4,True,True,True
LIME-ELPS-LTHR-AP-WATCHBND-42,Watchband - Ellipse Leather,Accessories,62379.0,21.0,14.0,15,True,31189.5,10.5,2970.4285714285716,41916483.0,0.7645721803750198,0.7441467195192246,23846.62401980668,23209.564108444858,9,8,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH13,Enamel,Cases And Sleeves,23971.0,29.0,23.0,17,True,11985.5,14.5,826.5862068965517,34345120.5,1.2883232034218228,1.0714423217936824,15441.197754612258,12841.77194785818,19,16,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH13MINI,Enamel,Cases And Sleeves,11588.0,12.0,7.0,10,True,5794.0,6.0,965.6666666666666,34345120.5,1.2883232034218228,1.0714423217936824,7464.544640626042,6207.936812472596,8,7,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH13PRO,Enamel,Cases And Sleeves,11484.0,16.0,13.0,11,True,5742.0,8.0,717.75,34345120.5,1.2883232034218228,1.0714423217936824,7397.551834048107,6152.221811739324,11,9,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH13PROMAX,Enamel,Cases And Sleeves,11789.0,11.0,10.0,11,True,5894.5,5.5,1071.7272727272727,34345120.5,1.2883232034218228,1.0714423217936824,7594.021122569935,6315.616765812861,8,6,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH14,Enamel,Cases And Sleeves,25172.0,28.0,25.0,20,True,12586.0,14.0,899.0,34345120.5,1.2883232034218228,1.0714423217936824,16214.835838267061,13485.173062095286,19,16,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH14PLS,Enamel,Cases And Sleeves,10084.0,16.0,15.0,12,True,5042.0,8.0,630.25,34345120.5,1.2883232034218228,1.0714423217936824,6495.725591652831,5402.212186483746,11,9,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH14PRO,Enamel,Cases And Sleeves,26373.0,27.0,21.0,20,True,13186.5,13.5,976.7777777777778,34345120.5,1.2883232034218228,1.0714423217936824,16988.473921921868,14128.574176332393,18,15,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH14PROMAX,Enamel,Cases And Sleeves,28971.0,29.0,26.0,19,True,14485.5,14.5,999.0,34345120.5,1.2883232034218228,1.0714423217936824,18662.005763166813,15520.377752342387,19,16,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH15,Enamel,Cases And Sleeves,35567.0,33.0,26.0,23,True,17783.5,16.5,1077.7878787878788,34345120.5,1.2883232034218228,1.0714423217936824,22910.895688051987,19053.99452961795,22,18,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH15PLS,Enamel,Cases And Sleeves,17984.0,16.0,10.0,14,True,8992.0,8.0,1124.0,34345120.5,1.2883232034218228,1.0714423217936824,11584.602245169031,9634.409357568791,11,9,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH15PRO,Enamel,Cases And Sleeves,26576.0,24.0,19.0,19,True,13288.0,12.0,1107.3333333333333,34345120.5,1.2883232034218228,1.0714423217936824,17119.238727069183,14237.325571994452,16,13,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH15PROMAX,Enamel,Cases And Sleeves,36566.0,34.0,24.0,25,True,18283.0,17.0,1075.4705882352941,34345120.5,1.2883232034218228,1.0714423217936824,23554.413128161188,19589.179969353896,22,19,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH16,Enamel,Cases And Sleeves,21581.0,19.0,16.0,18,True,10790.5,9.5,1135.842105263158,34345120.5,1.2883232034218228,1.0714423217936824,13901.65152652318,11561.398373314729,13,11,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH16PLS,Enamel,Cases And Sleeves,11539.0,11.0,9.0,11,True,5769.5,5.5,1049.0,34345120.5,1.2883232034218228,1.0714423217936824,7432.980722142207,6181.686475588651,8,6,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH16PRO,Enamel,Cases And Sleeves,33968.0,32.0,29.0,23,True,16984.0,16.0,1061.5,34345120.5,1.2883232034218228,1.0714423217936824,21880.88128691624,18197.3763933439,21,18,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH16PROMAX,Enamel,Cases And Sleeves,39655.0,45.0,36.0,26,True,19827.5,22.5,881.2222222222222,34345120.5,1.2883232034218228,1.0714423217936824,25544.22831584619,21244.022635364236,29,25,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH17,Enamel,Cases And Sleeves,52257.0,43.0,33.0,30,True,26128.5,21.5,1215.2790697674418,34345120.5,1.2883232034218228,1.0714423217936824,33661.9528206071,27995.18070498623,28,24,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH17AIR,Enamel,Cases And Sleeves,25779.0,21.0,13.0,15,True,12889.5,10.5,1227.5714285714287,34345120.5,1.2883232034218228,1.0714423217936824,16605.841930505587,13810.35580675967,14,12,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH17PRO,Enamel,Cases And Sleeves,49358.0,42.0,29.0,33,True,24679.0,21.0,1175.1904761904761,34345120.5,1.2883232034218228,1.0714423217936824,31794.528337247164,26442.125059546288,28,23,True,True,True
LIME-ENML-BMPR-MGSAF-AP-IPH17PROMAX,Enamel,Cases And Sleeves,47763.0,37.0,17.0,29,True,23881.5,18.5,1290.8918918918919,34345120.5,1.2883232034218228,1.0714423217936824,30767.090582518264,25587.649807915826,24,20,True,True,True
LNGOR-EASY-DOB-SQURE-POUCH,Square Pouch,Wallet and Pouches,42228.0,72.0,60.0,42,True,21114.0,36.0,586.5,1868266.5,0.5068369989254888,0.48653460120738173,10701.35639531277,10272.691569892659,19,18,True,True,True
LNGOR-EASY-DOB-TRINGL-POUCH,Triangle Pouch,Wallet and Pouches,13677.0,23.0,19.0,20,True,6838.5,11.5,594.6521739130435,1868266.5,0.5068369989254888,0.48653460120738173,3466.004817151955,3327.16687035668,6,6,False,True,True
LNGOR-IDYL-DOB-TOTE-BAG,Idyll Tote,Bags and Backpacks,20493.0,7.0,5.0,6,True,10246.5,3.5,2927.5714285714284,27770135.0,1.0061452901129435,1.097196189868784,10309.467715142277,11242.420759490496,4,4,False,False,True
LNGOR-RETRT-DOB-CROSSBODY-BAG,Retreat Crossbody,Bags and Backpacks,34671.0,29.0,25.0,19,True,17335.5,14.5,1195.551724137931,27770135.0,1.0061452901129435,1.097196189868784,17442.031676752933,19020.444549470307,15,16,True,True,True
LNGOR-SIESTA-DOB-SLVE-13,Siesta Sleeve,Cases And Sleeves,40360.0,40.0,26.0,30,True,20180.0,20.0,1009.0,34345120.5,1.2883232034218228,1.0714423217936824,25998.362245052384,21621.70605379651,26,22,False,False,True
LNGOR-SIESTA-DOB-SLVE-15,Siesta Sleeve,Cases And Sleeves,20534.0,16.0,11.0,14,True,10267.0,8.0,1283.375,34345120.5,1.2883232034218228,1.0714423217936824,13227.214329531855,11000.498317855738,11,9,True,True,True
LOOP-TIE-UP-CBL-ERPHN-SETOF7,Loop Tie-up,Home Office,78438.0,162.0,152.0,55,True,39219.0,81.0,484.18518518518516,15644036.0,0.8756404294244335,0.9428999195133757,34341.74200159686,36979.591943395084,71,77,True,True,True
MANDARIN-PRK-TECH-KIT,Park Tech Kit,Home Office,572809.0,191.0,156.0,62,True,286404.5,95.5,2999.0,15644036.0,0.8756404294244335,0.9428999195133757,250787.35936909018,270050.77999826864,84,91,True,True,True
MARSAL-MINI-TECH-CASE-BLK,Marshal Kit,Home Office,196747.0,153.0,100.0,41,True,98373.5,76.5,1285.9281045751634,15644036.0,0.8756404294244335,0.9428999195133757,86139.81378398451,92756.36523224907,67,73,True,True,True
MARSAL-MINI-TECH-CASE-BLUE,Marshal Kit,Home Office,354813.0,287.0,218.0,60,True,177406.5,143.5,1236.2822299651568,15644036.0,0.8756404294244335,0.9428999195133757,155344.30384268577,167276.5745711497,126,136,True,True,True
MARSAL-MINI-TECH-CASE-RED,Marshal Kit,Home Office,101510.0,90.0,81.0,48,True,50755.0,45.0,1127.888888888889,15644036.0,0.8756404294244335,0.9428999195133757,44443.12999543713,47856.885414901386,40,43,True,True,True
MARSAL-MINI-TECH-CASE-TAN,Marshal Kit,Home Office,151272.0,128.0,93.0,47,True,75636.0,64.0,1181.8125,15644036.0,0.8756404294244335,0.9428999195133757,66229.93951994645,71317.17831231368,57,61,True,True,True
MARSAL-MINI-TECH-CASE-YELW,Marshal Kit,Home Office,123593.0,107.0,88.0,53,True,61796.5,53.5,1155.0747663551401,15644036.0,0.8756404294244335,0.9428999195133757,54111.51379692701,58267.91487620832,47,51,True,True,True
MARSAL-TECH-CASE-BLK,Marshal Kit,Home Office,115539.0,61.0,44.0,40,True,57769.5,30.5,1894.0819672131147,15644036.0,0.8756404294244335,0.9428999195133757,50585.30978763481,54470.856900327955,27,29,True,True,True
MARSAL-TECH-CASE-BLUE,Marshal Kit,Home Office,540019.0,281.0,227.0,66,True,270009.5,140.5,1921.7758007117438,15644036.0,0.8756404294244335,0.9428999195133757,236431.23452867658,254591.93581784682,124,133,True,True,True
MARSAL-TECH-CASE-RED,Marshal Kit,Home Office,82856.0,44.0,39.0,31,True,41428.0,22.0,1883.090909090909,15644036.0,0.8756404294244335,0.9428999195133757,36276.031710195435,39062.45786560013,20,21,True,True,True
MARSAL-TECH-CASE-TAN,Marshal Kit,Home Office,153121.0,79.0,65.0,49,True,76560.5,39.5,1938.240506329114,15644036.0,0.8756404294244335,0.9428999195133757,67039.46909694934,72188.8892879038,35,38,True,True,True
MARSAL-TECH-CASE-YELW,Marshal Kit,Home Office,114840.0,60.0,54.0,39,True,57420.0,30.0,1914.0,15644036.0,0.8756404294244335,0.9428999195133757,50279.273457550975,54141.313378458035,27,29,True,True,True
MDNIT-BLU-MRCH-CROSSBODY-BAG-LARG,March Crossbody,Bags and Backpacks,451764.0,236.0,194.0,65,True,225882.0,118.0,1914.2542372881355,27770135.0,1.0061452901129435,1.097196189868784,227270.1104212919,247836.8697599407,119,130,True,True,True
MDNIT-BLU-MRCH-CROSSBODY-BAG-RGLR,March Crossbody,Bags and Backpacks,96830.0,70.0,62.0,40,True,48415.0,35.0,1383.2857142857142,27770135.0,1.0061452901129435,1.097196189868784,48712.52422081816,53120.75353249718,36,39,True,True,True
MEGSAF-FLKT-SLCN-DOB-AP-IPH14PLS,Flekt Silicone MagSafe,Cases And Sleeves,11637.0,13.0,10.0,12,True,5818.5,6.5,895.1538461538462,34345120.5,1.2883232034218228,1.0714423217936824,7496.108559109876,6234.187149356541,9,7,False,True,True
MEGSAF-FLKT-SLCN-DOB-AP-IPH16PLS,Flekt Silicone MagSafe,Cases And Sleeves,24822.0,28.0,21.0,22,True,12411.0,14.0,886.5,34345120.5,1.2883232034218228,1.0714423217936824,15989.379277668244,13297.670655781392,19,16,False,True,True
MESA-MNTR-STND-BLK,Mesa,Home Office,152569.0,31.0,23.0,26,True,76284.5,15.5,4921.580645161291,15644036.0,0.8756404294244335,0.9428999195133757,66797.7923384282,71928.6489101181,14,15,True,True,True
MESA-MNTR-STND-BLUE,Mesa,Home Office,230153.0,47.0,40.0,30,True,115076.5,23.5,4896.872340425532,15644036.0,0.8756404294244335,0.9428999195133757,100765.63587666083,108505.62258788098,21,23,True,True,True
MESA-MNTR-STND-GRN,Mesa,Home Office,168766.0,34.0,26.0,25,True,84383.0,17.0,4963.705882352941,15644036.0,0.8756404294244335,0.9428999195133757,73889.16635612198,79564.72390829718,15,17,True,True,True
MESA-MNTR-STND-IVRY,Mesa,Home Office,180163.0,37.0,32.0,27,True,90081.5,18.5,4869.27027027027,15644036.0,0.8756404294244335,0.9428999195133757,78879.00334319711,84937.83909964416,17,18,True,True,True
MESA-MNTR-STND-RED,Mesa,Home Office,79984.0,16.0,14.0,14,True,39992.0,8.0,4999.0,15644036.0,0.8756404294244335,0.9428999195133757,35018.61205354195,37708.453581178925,8,8,True,True,True
MIDNYT-BLUE-CIT-CMPT-MSG-BAG,Fleet,Bags and Backpacks,280108.0,92.0,61.0,44,True,140054.0,46.0,3044.6521739130435,27770135.0,1.0061452901129435,1.097196189868784,140914.67246147819,153666.71517588268,47,51,True,True,True
MINT-GRN-MRCH-CROSSBODY-BAG-LARG,March Crossbody,Bags and Backpacks,104944.0,56.0,54.0,32,True,52472.0,28.0,1874.0,27770135.0,1.0061452901129435,1.097196189868784,52794.45566280637,57572.07847479484,29,31,False,True,True
MINT-GRN-MRCH-CROSSBODY-BAG-RGLR,March Crossbody,Bags and Backpacks,75394.0,56.0,45.0,35,True,37697.0,28.0,1346.3214285714287,27770135.0,1.0061452901129435,1.097196189868784,37928.659001387634,41361.00476948355,29,31,True,True,True
MNDRIN-LOFT-CHRNG-STATION-65W,LOFT Charging Station,Accessories,859828.0,172.0,153.0,54,True,429914.0,86.0,4999.0,41916483.0,0.7645721803750198,0.7441467195192246,328700.2843537463,319919.0927753879,66,64,True,True,True
MNKY-SLDR-DO-UTLTY-PHN-SLNG,Utility Phone Sling,Accessories,112124.0,76.0,66.0,43,True,56062.0,38.0,1475.3157894736842,41916483.0,0.7645721803750198,0.7441467195192246,42863.445576184364,41718.353389686774,30,29,True,True,True
MNKY-SOLDR-DO-COBLE-SLNG,Cobble Phone Sling,Accessories,115131.0,69.0,55.0,44,True,57565.5,34.5,1668.5652173913043,41916483.0,0.7645721803750198,0.7441467195192246,44012.97984937821,42837.177982483925,27,26,True,True,True
MNKY-SOLDR-DO-VAULT-TECH-MED,Vault Tech kit,Home Office,440790.0,210.0,161.0,57,True,220395.0,105.0,2099.0,15644036.0,0.8756404294244335,0.9428999195133757,192986.77244299804,207810.42776115044,92,100,True,True,True
MNT-ADJSTBLE-PHN-STND-BLK,Mount Adjustable,Home Office,68362.0,38.0,33.0,26,True,34181.0,19.0,1799.0,15644036.0,0.8756404294244335,0.9428999195133757,29930.265518156564,32229.262148886693,17,18,True,True,True
MNT-ADJSTBLE-PHN-STND-BLUE,Mount Adjustable,Home Office,104541.0,59.0,37.0,33,True,52270.5,29.5,1771.8813559322034,15644036.0,0.8756404294244335,0.9428999195133757,45770.163066229856,49285.8502429239,26,28,True,True,True
MNT-ADJSTBLE-PHN-STND-GRN,Mount Adjustable,Home Office,88450.0,50.0,40.0,35,True,44225.0,25.0,1769.0,15644036.0,0.8756404294244335,0.9428999195133757,38725.19799129557,41699.74894047904,22,24,True,True,True
MNT-ADJSTBLE-PHN-STND-IVRY,Mount Adjustable,Home Office,131326.0,74.0,63.0,43,True,65663.0,37.0,1774.6756756756756,15644036.0,0.8756404294244335,0.9428999195133757,57497.17751729658,61913.637415006786,33,35,True,True,True
MNT-ADJSTBLE-PHN-STND-RED,Mount Adjustable,Home Office,47673.0,27.0,21.0,22,True,23836.5,13.5,1765.6666666666667,15644036.0,0.8756404294244335,0.9428999195133757,20872.20309597551,22475.43393148058,12,13,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH13,Enamel,Cases And Sleeves,25773.0,27.0,19.0,20,True,12886.5,13.5,954.5555555555555,34345120.5,1.2883232034218228,1.0714423217936824,16601.97696089532,13807.141479794287,18,15,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH13PRO,Enamel,Cases And Sleeves,6390.0,10.0,8.0,5,True,3195.0,5.0,639.0,34345120.5,1.2883232034218228,1.0714423217936824,4116.192634932724,3423.2582181308153,7,6,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH13PROMAX,Enamel,Cases And Sleeves,3895.0,5.0,5.0,5,True,1947.5,2.5,779.0,34345120.5,1.2883232034218228,1.0714423217936824,2509.009438664,2086.6339216931965,4,3,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH14,Enamel,Cases And Sleeves,14582.0,18.0,14.0,12,True,7291.0,9.0,810.1111111111111,34345120.5,1.2883232034218228,1.0714423217936824,9393.16447614851,7811.885968197738,12,10,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH14PLS,Enamel,Cases And Sleeves,15684.0,16.0,13.0,13,True,7842.0,8.0,980.25,34345120.5,1.2883232034218228,1.0714423217936824,10103.030561233934,8402.250687506057,11,9,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH14PRO,Enamel,Cases And Sleeves,9488.0,12.0,10.0,9,True,4744.0,6.0,790.6666666666666,34345120.5,1.2883232034218228,1.0714423217936824,6111.805277033128,5082.92237458923,8,7,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH14PROMAX,Enamel,Cases And Sleeves,18182.0,18.0,17.0,14,True,9091.0,9.0,1010.1111111111111,34345120.5,1.2883232034218228,1.0714423217936824,11712.146242307792,9740.482147426366,12,10,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH15,Enamel,Cases And Sleeves,22379.0,21.0,18.0,16,True,11189.5,10.5,1065.6666666666667,34345120.5,1.2883232034218228,1.0714423217936824,14415.692484688487,11988.903859710408,14,12,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH15PLS,Enamel,Cases And Sleeves,10790.0,10.0,7.0,10,True,5395.0,5.0,1079.0,34345120.5,1.2883232034218228,1.0714423217936824,6950.503682460734,5780.431326076917,7,6,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH15PRO,Enamel,Cases And Sleeves,26224.0,26.0,24.0,20,True,13112.0,13.0,1008.6153846153846,34345120.5,1.2883232034218228,1.0714423217936824,16892.49384326694,14048.751723358764,17,14,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH16,Enamel,Cases And Sleeves,17281.0,19.0,13.0,14,True,8640.5,9.5,909.5263157894736,34345120.5,1.2883232034218228,1.0714423217936824,11131.75663916626,9257.797381458313,13,11,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH16PLS,Enamel,Cases And Sleeves,13189.0,11.0,6.0,8,True,6594.5,5.5,1199.0,34345120.5,1.2883232034218228,1.0714423217936824,8495.847364965211,7065.626391068438,8,6,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH16PRO,Enamel,Cases And Sleeves,4396.0,4.0,3.0,4,True,2198.0,2.0,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,2831.7344011211667,2355.030223302514,3,3,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH16PROMAX,Enamel,Cases And Sleeves,15187.0,13.0,10.0,12,True,7593.5,6.5,1168.2307692307693,34345120.5,1.2883232034218228,1.0714423217936824,9782.882245183611,8135.997270540327,9,7,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH17,Enamel,Cases And Sleeves,27475.0,25.0,15.0,22,True,13737.5,12.5,1099.0,34345120.5,1.2883232034218228,1.0714423217936824,17698.34000700729,14718.938895640711,17,14,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH17AIR,Enamel,Cases And Sleeves,2298.0,2.0,2.0,2,True,1149.0,1.0,1149.0,34345120.5,1.2883232034218228,1.0714423217936824,1480.2833607316745,1231.087227740941,2,2,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH17PRO,Enamel,Cases And Sleeves,21279.0,21.0,14.0,17,True,10639.5,10.5,1013.2857142857143,34345120.5,1.2883232034218228,1.0714423217936824,13707.114722806484,11399.610582723884,14,12,True,True,True
MNT-ENML-BMPR-MGSAF-AP-IPH17PROMAX,Enamel,Cases And Sleeves,19185.0,15.0,5.0,13,True,9592.5,7.5,1279.0,34345120.5,1.2883232034218228,1.0714423217936824,12358.240328823835,10277.810471805898,10,9,True,True,True
MNT-GRN-BUOY-DOB-TOTE-BAG,Buoy Tote,Bags and Backpacks,93559.0,41.0,36.0,28,True,46779.5,20.5,2281.9268292682927,27770135.0,1.0061452901129435,1.097196189868784,47066.97359883844,51326.28916396679,21,23,True,True,True
MNT-GRN-CADY-CROSSBODY,Caddy Crossbody,Bags and Backpacks,21533.0,17.0,13.0,14,True,10766.5,8.5,1266.6470588235295,27770135.0,1.0061452901129435,1.097196189868784,10832.663266001005,11812.962778222263,9,10,True,True,True
